DBMS_uriform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_open_source_github_repo,github_repo_link,org_name,repo_name,open_source_license
bitsy,Bitsy,https://dbdb.io/db/bitsy,https://dbdb.io/media/logos/bitsy.png.200x200_q85.png,"Last updated Jan. 3, 2022, 9:24 p.m.","Bitsy is a embeddable in-memory graph database that is compatible with Tinkerpop3. It is based on these design principles: ""No seek"" (avoid disk seeks to maximize write throughput), ""No socket"" (embed within the application to reduce network/OS delays) and ""No SQL"" (leverage graph traversals for faster queries).",Graph,Gremlin,Embedded,http://www.lambdazen.com/,https://github.com/lambdazen/bitsy,https://github.com/lambdazen/bitsy/wiki,LambdaZen LLC,US,2013,,Open Source,Java,,,Apache v2,,Graph,Y,lambdazen/bitsy,lambdazen,bitsy,Y
blackray,BlackRay,https://dbdb.io/db/blackray,https://dbdb.io/media/logos/blackray-logo.png.200x200_q85.png,"Last updated June 30, 2022, 4:06 p.m.",BlackRay was a relational DBMS designed to offer performance features commonly associated with search engines. The project was abandoned in 2013.,Relational,SQL,Shared-Everything,http://www.blackray.org/,http://sourceforge.net/projects/blackray/,,,DE,2005,2013,"Commercial,Open Source",C++,,,GPL v2,,Relational,,,,,Y
blazegraph,Blazegraph,https://dbdb.io/db/blazegraph,https://dbdb.io/media/logos/blazegraph.png.200x200_q85.png,"Last updated Jan. 2, 2022, 8:45 p.m.","Blazegraph is an open-source graph database system written in Java. Blazegraph is supported for use on a standalone server, as well as a highly available (HA) replication cluster. ACID properties are fully supported in both use cases. Blazegraph makes use of multi-version concurrency control (MVCC). As a graph database, Blazegraph is optimal for storing and querying linked data. Blazegraph uses RDF and RDR as the standards for the data model.","Graph,Triplestore (RDF)",SPARQL,Shared-Nothing,https://www.blazegraph.com/,https://github.com/blazegraph/database,,"SYSTAP, LLC.",US,2006,,"Commercial,Open Source",Java,"C,C++,Java,JavaScript,PHP,Python,Ruby",,GPL v2,"Linux,OS X,Windows","Graph,RDF",Y,blazegraph/database,blazegraph,database,Y
blazingsql,BlazingSQL,https://dbdb.io/db/blazingsql,https://dbdb.io/media/logos/blazingsql.svg,"Last updated June 30, 2022, 11:22 p.m.","BlazingSQL is a distributed GPU-accelerated SQL engine with data lake integration, where data lakes are huge quantities of raw data that are stored in a flat architecture. It is ACID-compliant. BlazingSQL targets ETL workloads and aims to perform efficient read IO and OLAP querying. BlazingDB refers to the company and BlazingSQL refers to the product. It is currently under active development with offices in San Franscisco and Peru.",Relational,SQL,Shared-Nothing,https://blazingsql.com/,https://github.com/blazingdb/pyBlazing/,https://docs.blazingdb.com/,BlazingDB,PE,2015,2021,"Commercial,Open Source",C++,SQL,,"Apache v2,,,Proprietary",Linux,Relational,Y,blazingdb/pyBlazing,blazingdb,pyBlazing,Y
blinkdb,BlinkDB,https://dbdb.io/db/blinkdb,https://dbdb.io/media/logos/blinkdb.png.200x200_q85.png,"Last updated Dec. 31, 2018, 3:32 p.m.","BlinkDB is an approximate query engine built on top of Hive and Shark (""Hive on Spark"", the former Spark SQL). It allows users to trade-off query accuracy for response time, thus enabling interactive queries on big data. BlinkDB builds a couple of stratified samples on the original data and executes the queries on the samples instead of the original data to reduce query execution time. The number and sizes of the stratified samples are limited by the storage budget specified when importing the data. It has two major parts: one is the sample building engine that selects what stratified samples to build by considering historic workloads and the distribution of the data; the other part is a dynamic sample selection module that chooses appropriate sample files at runtime according to specific time/accuracy requirements specified by the query. BlinkDB has a public open source repository on Github. The latest version number is alpha-0.2.0. However, its features are quite limited. For example, instead of automatically creating samples for a dataset, this version supports manual sample creation with explicitly specified sample ratio only.",Relational,SQL,Shared-Disk,http://blinkdb.org/,https://github.com/sameeragarwal/blinkdb,,"University of California-Berkeley, Massachusetts Institute of Technology",US,2012,2014,"Academic,Open Source",,,,Apache v2,All OS with Java VM,Relational,Y,sameeragarwal/blinkdb,sameeragarwal,blinkdb,Y
blueflood,Blueflood,https://dbdb.io/db/blueflood,https://dbdb.io/media/logos/blueflood.png.200x200_q85.png,"Last updated May 5, 2018, 10:17 p.m.",,,,,http://blueflood.io/,https://github.com/rackerlabs/blueflood,,Rackspace,US,2013,,Open Source,Java,,,Apache v2,All OS with Java VM,,Y,rackerlabs/blueflood,rackerlabs,blueflood,Y
bojack,BoJack,https://dbdb.io/db/bojack,https://dbdb.io/media/logos/bojack.png.200x200_q85.png,"Last updated Dec. 10, 2019, 11:58 a.m.","BoJack is a single-node key-value store written in Crystal, largely inspired by Redis.",Key/Value,Command-line / Shell,Shared-Everything,https://github.com/marceloboeira/bojack,https://github.com/marceloboeira/bojack,,Marcelo Boeira,DE,2016,2018,Open Source,Crystal,"Crystal,Elixir,Python,Ruby",,MIT,Linux,Key-value,Y,marceloboeira/bojack,marceloboeira,bojack,Y
boltdb,BoltDB,https://dbdb.io/db/boltdb,https://dbdb.io/media/logos/boltdb.png.200x200_q85.png,"Last updated Jan. 26, 2020, 4:08 p.m.",BoltDB is an embedded ACID key/value database written in Go. It supports MVCC with shadow paging by allowing only one writer and multiple readers. All transactions execute in BoltDB under serializable isolation. BoltDB stores key/value pairs in B+tree data storage.,Key/Value,Custom API,Embedded,https://github.com/boltdb/bolt,https://github.com/boltdb/bolt,https://godoc.org/github.com/boltdb/bolt,Ben Johnson,US,2013,2017,Open Source,Go,Go,,MIT,"Android,BSD,iOS,Linux,OS X,Solaris,Windows",Key-value,Y,boltdb/bolt,boltdb,bolt,Y
bonsaidb,BonsaiDb,https://dbdb.io/db/bonsaidb,https://dbdb.io/media/logos/bonsaidb.png.200x200_q85.png,"Last updated Feb. 15, 2022, 9:42 a.m.",BonsaiDb is a key-value store DBMS written in Rust. It can operate as an embedded DBMS and as a standalone server.,Key/Value,,"Shared-Everything,Embedded",https://bonsaidb.io/,https://github.com/khonsulabs/bonsaidb,https://dev.bonsaidb.io/release/guide/,Khonsu Labs,US,2021,,Open Source,Rust,,,"Apache v2,,,MIT",Linux,Key-value,Y,khonsulabs/bonsaidb,khonsulabs,bonsaidb,Y
brightstardb,BrightstarDB,https://dbdb.io/db/brightstardb,https://dbdb.io/media/logos/brightstardb.png.200x200_q85.png,"Last updated Jan. 3, 2022, 9:04 a.m.",BrightstarDB is a RDF DBMS for the .NET platform.,Triplestore (RDF),,,http://www.brightstardb.com/,https://github.com/BrightstarDB/BrightstarDB,https://brightstardb.readthedocs.io,,GB,2012,,Open Source,C#,,,MIT,,RDF,Y,BrightstarDB/BrightstarDB,BrightstarDB,BrightstarDB,Y
btdb,BTDB,https://dbdb.io/db/btdb,,"Last updated Oct. 22, 2021, 10 a.m.",BTDB is an embedded key/value DBMS designed for .NET applications. It also provides an object-oriented API built on top of the key/value interface. This database has nothing to do with BitTorrent.,"Key/Value,Object-Oriented",Custom API,,https://github.com/Bobris/BTDB,https://github.com/Bobris/BTDB,,Boris Letocha,CZ,2010,,Open Source,C#,C#,,MIT,,"Key-value,Object oriented",Y,Bobris/BTDB,Bobris,BTDB,Y
btrdb,BTrDB,https://dbdb.io/db/btrdb,https://dbdb.io/media/logos/btrdb.png.200x200_q85.png,"Last updated Feb. 19, 2020, 9:21 a.m.","BTrDB (,Berkeley Tree Database,) is a time-series database that uses K-Ary trees to store data.",Relational,,Shared-Disk,http://btrdb.io/,https://github.com/BTrDB/btrdb-server,,"University of California, Berkeley",US,2014,,"Academic,Open Source",Go,,,GPL v3,,Relational,Y,BTrDB/btrdb-server,BTrDB,btrdb-server,Y
bugfruit,bugfruit,https://dbdb.io/db/bugfruit,https://dbdb.io/media/logos/bugfruit.svg,"Last updated June 26, 2022, 11:53 p.m.",bugfruit is a embedded key-value DBMS written in Go.,Key/Value,Custom API,Embedded,https://github.com/reesporte/bugfruit,https://github.com/reesporte/bugfruit,,Reese Porter,US,2022,,"Hobby,Open Source",Go,Go,,BSD,,Key-value,Y,reesporte/bugfruit,reesporte,bugfruit,Y
buntdb,BuntDB,https://dbdb.io/db/buntdb,https://dbdb.io/media/logos/buntdb.png.200x200_q85.png,"Last updated Jan. 2, 2022, 9:09 p.m.","BuntDB is an embeddable, in-memory key/value database with custom indexing and geospatial support.",Key/Value,,Embedded,https://github.com/tidwall/buntdb,https://github.com/tidwall/buntdb,,Josh Baker,US,2016,,Open Source,Go,Go,,MIT,,Key-value,Y,tidwall/buntdb,tidwall,buntdb,Y
bustub,BusTub,https://dbdb.io/db/bustub,https://dbdb.io/media/logos/bustub.svg,"Last updated Nov. 1, 2022, 8:18 p.m.","BusTub is an educational disk-oriented DBMS used for teaching,database courses,at Carnegie Mellon University.",Relational,SQL,,https://github.com/cmu-db/bustub,https://github.com/cmu-db/bustub,,Carnegie Mellon University,US,2019,,"Academic,Educational,Open Source",C++,,,MIT,,Relational,Y,cmu-db/bustub,cmu-db,bustub,Y
c-store,C-Store,https://dbdb.io/db/c-store,https://dbdb.io/media/logos/c-store.jpg.200x200_q85.jpg,"Last updated June 7, 2018, 6:58 a.m.","C-Store is a column-oriented DBMS designed for read-optimized OLAP workloads. It adopts a column store architecture, explores various DSM compression schemes and corresponding query optimization strategies, stores data in overlapping collections of projections for both performance and availability, and employs other optimizations specific to column store. (Please delete anything in parenthesis as it is used to point out ambiguity)",Relational,SQL,Shared-Nothing,http://db.csail.mit.edu/projects/cstore/,,,"Massachusetts Institute of Technology, Brown University",US,2005,,"Academic,Open Source",C++,C++,,BSD,,Relational,,,,,Y
calvin,Calvin,https://dbdb.io/db/calvin,,"Last updated July 21, 2019, 11:01 a.m.",Calvin is a scalable transactional database system that leverages determinism to guarantee active replication and full ACID-compliance of distributed transactions without two-phase commit.,Relational,,,http://db.cs.yale.edu/calvin/,https://github.com/yaledb/calvin,,Yale University,US,2012,,"Academic,Open Source",C++,,,,,Relational,Y,yaledb/calvin,yaledb,calvin,Y
caskdb,CaskDB,https://dbdb.io/db/caskdb,https://dbdb.io/media/logos/caskdb.svg,"Last updated June 27, 2022, 12:03 a.m.",CaskDB is an embedded and persistent key-value DBMS. It was built an educational tool for people to learn more about database system implementation.,Key/Value,,Embedded,https://github.com/avinassh/py-caskdb,https://github.com/avinassh/py-caskdb,,Avinash Sajjanshetty,IN,2022,,"Educational,Open Source",Python,Python,,MIT,,Key-value,Y,avinassh/py-caskdb,avinassh,py-caskdb,Y
cassandra,Cassandra,https://dbdb.io/db/cassandra,https://dbdb.io/media/logos/Apache_Cassandra.svg,"Last updated June 26, 2022, 10:53 p.m.","Apache Cassandra is a free and open source NoSQL distributed database management system. It provides high availability, high scalability, and fault tolerance, even while running on commodity hardware. Cassandra has no single-point of failure, and is well-suited for clusters spanning multiple datacenter. Cassandra is decentralized and master-less. Therefore, data in a Cassandra cluster is distributed/partitioned across multiple nodes in the cluster. It provides fault tolerance by asynchronously replicating data across different nodes. Thus, Cassandra is immune to even whole data centers going down. One salient feature of Cassandra is it’s ability to scale linearly in both read and write throughput as the number of nodes grows.","Column Family,Key/Value",Custom API,Shared-Nothing,http://cassandra.apache.org/,https://github.com/apache/cassandra,,Apache Software Foundation,US,2008,,Open Source,Java,"C,C#,C++,Java,JavaScript,Kotlin,PHP,Python,Ruby",,Apache v2,,"Wide column,Key-value",Y,apache/cassandra,apache,cassandra,Y
castledb,CastleDB,https://dbdb.io/db/castledb,https://dbdb.io/media/logos/castledb.png.200x200_q85.png,"Last updated Jan. 3, 2022, 12:13 p.m.","CastleDB is a structured static DBMS platform designed to make it easier for multiple people to collaborate on a data set. CastleDB stores both its data model and the data contained in the rows in human-readable JSON. This allows users to version control systems, such as Git or Subversion, to diff/merge the data files.",Document / XML,HTTP / REST,,http://castledb.org/,https://github.com/ncannasse/castle,,Nicolas Cannasse,FR,2012,,Open Source,Haxe,,,ISC License,,Document,Y,ncannasse/castle,ncannasse,castle,Y
cayley,Cayley,https://dbdb.io/db/cayley,https://dbdb.io/media/logos/cayley.png.200x200_q85.png,"Last updated July 18, 2019, 6:31 p.m.",Cayley is an open-source graph database query engine inspired by the Freebase and Google's Knowledge Graph systems.,Triplestore (RDF),"GraphQL,Gremlin",,https://cayley.io/,https://github.com/cayleygraph/cayley,,Google,US,2014,,Open Source,Go,,,Apache v2,,RDF,Y,cayleygraph/cayley,cayleygraph,cayley,Y
cdb,cdb,https://dbdb.io/db/cdb,,"Last updated June 7, 2018, 6:45 p.m.","cdb is a simple package for creating and reading constant (i.e., immutable) databases.",Key/Value,,Shared-Everything,http://cr.yp.to/cdb.html,,,D. J. Bernstein,US,,,Open Source,,"Java,Lua,Perl,Python",,Public Domain,,Key-value,,,,,
ceresdb,CeresDB,https://dbdb.io/db/ceresdb,https://dbdb.io/media/logos/ceresdb.png.200x200_q85.png,"Last updated Jan. 1, 2023, 8:32 p.m.","CeresDB is a distributed, schema-less, time-series DBMS.",Relational,"SQL,HTTP / REST",,https://github.com/CeresDB/ceresdb,https://github.com/CeresDB/ceresdb,,,CN,2021,,Open Source,Rust,,,Apache v2,,Relational,Y,CeresDB/ceresdb,CeresDB,ceresdb,Y
chaozzdb,chaozzDB,https://dbdb.io/db/chaozzdb,https://dbdb.io/media/logos/chaozzdb.svg,"Last updated June 26, 2022, 11:58 p.m.","chaozzDB is a proof-of-concept embedded, flat-file SQL DBMS written entirely in PHP.",,SQL,Embedded,https://chaozz.nl/chaozzdb,https://github.com/chaozznl/chaozzDB,,Elmar Wenners,NL,2008,,"Hobby,Open Source",PHP,PHP,,Creative Commons License,,,Y,chaozznl/chaozzDB,chaozznl,chaozzDB,Y
cheetah,Cheetah,https://dbdb.io/db/cheetah,https://dbdb.io/media/logos/cheetah.png.200x200_q85.png,"Last updated Dec. 11, 2020, 10:03 p.m.",Cheetah was an embedded dBase-compatiable DBMS engine for Windows applications.,Relational,Custom API,Embedded,http://cheetahdatabase.sourceforge.net/,https://sourceforge.net/projects/cheetahdatabase/,,PlanetSquires Software,CA,2005,,Open Source,Visual Basic,,,GPL v2,,Relational,,,,,Y
chronicle-map,Chronicle Map,https://dbdb.io/db/chronicle-map,https://dbdb.io/media/logos/chronicle-map.png.200x200_q85.png,"Last updated Jan. 3, 2022, 12:12 p.m.",Chronicle Map is an in-memory key-value DBMS designed for low-latency applications.,Key/Value,,,https://chronicle.software/products/map/,https://github.com/OpenHFT/Chronicle-Map,,Chronicle Software,GB,2014,,"Commercial,Open Source",Java,,,LGPL v3,,Key-value,Y,OpenHFT/Chronicle-Map,OpenHFT,Chronicle-Map,Y
chronix,Chronix,https://dbdb.io/db/chronix,https://dbdb.io/media/logos/chronix.png.200x200_q85.png,"Last updated July 1, 2022, 1:45 p.m.","Chronix is a collection of Java-based frameworks for time-series data storage and analysis. It is built on top of existing open-source solutions, such as Apache Solr, Apache Lucene, and Apache Spark.",,Custom API,,http://www.chronix.io/,https://github.com/ChronixDB/chronix.server,,QAware,DE,2015,,"Commercial,Open Source",Java,Java,,Apache v2,,,Y,ChronixDB/chronix.server,ChronixDB,chronix.server,Y
citus,Citus,https://dbdb.io/db/citus,https://dbdb.io/media/logos/citus-data.png.200x200_q85.png,"Last updated Jan. 2, 2022, 9:10 p.m.","Citus is an extension to Postgres to make it a distributed, shared-nothing DBMS.",Relational,SQL,Shared-Nothing,http://www.citusdata.com/,https://github.com/citusdata/citus,,Citus Data,"US,TR",2010,,"Commercial,Open Source",C,,,AGPL v3,,Relational,Y,citusdata/citus,citusdata,citus,Y
clickhouse,ClickHouse,https://dbdb.io/db/clickhouse,https://dbdb.io/media/logos/clickhouse.svg,"Last updated June 27, 2022, 12:01 a.m.",CilckHouse is an open-source column-oriented OLAP DBMS. It is designed to provide linear scalability of queries.,Relational,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://clickhouse.com/,https://github.com/ClickHouse/ClickHouse,,Yandex,RU,2016,,"Commercial,Open Source",C++,"C,C#,C++,Go,Java,Kotlin,Scala",,Apache v2,,Relational,Y,ClickHouse/ClickHouse,ClickHouse,ClickHouse,Y
